razpolozenje,energija,cas_na_voljo,lokacija,socialna_zelja,ustvarjalnost,telesna_pripravljenost,miselna_pripravljenost,stres,del_dneva,vreme_zunaj,quest_label
1,4,5,1,3,3,2,1,2,0,1,6
3,4,10,2,2,3,2,3,2,3,0,8
2,3,5,2,3,1,3,2,1,1,1,6
2,1,10,1,3,3,1,3,2,0,1,20
2,1,8,2,1,1,1,3,1,0,1,18
3,3,15,2,2,2,1,1,1,0,0,27
1,3,8,0,1,1,1,2,2,3,1,20
2,4,60,1,3,1,3,2,1,0,1,9
2,4,10,0,1,1,3,3,3,2,1,8
1,3,15,0,2,3,2,2,1,1,0,18
2,3,20,1,2,2,2,3,2,2,0,18
1,2,20,2,3,1,3,3,2,1,0,18
3,3,20,0,2,1,3,3,2,1,1,8
3,1,5,0,2,2,2,1,3,1,1,20
2,2,8,1,3,1,2,3,3,1,0,20
4,1,60,2,1,2,1,3,2,1,0,18
3,1,20,2,2,1,2,3,1,0,0,18
3,4,20,1,1,1,1,3,1,0,1,18
2,3,60,1,3,3,2,1,3,0,0,24
1,4,30,2,2,1,2,1,3,2,0,9
3,4,60,2,2,3,1,1,2,3,0,27
2,1,30,2,3,3,1,2,1,1,1,14
3,2,60,1,2,3,3,1,2,0,0,8
2,2,15,1,1,1,2,2,3,2,0,20
3,2,8,2,3,1,2,1,3,0,0,14
1,3,30,2,1,1,1,3,2,2,1,18
3,3,5,1,2,1,1,2,2,1,1,8
4,1,10,0,3,1,3,1,1,2,1,8
1,2,8,2,1,3,3,3,1,0,0,6
3,4,30,2,1,1,1,2,1,3,0,27
4,1,10,1,1,2,1,1,3,3,0,20
2,1,10,1,2,1,1,2,1,0,1,15
4,4,15,2,1,2,1,2,1,3,0,27
3,2,60,1,2,1,2,2,1,2,0,8
1,1,5,1,1,1,2,1,3,1,1,20
3,2,30,0,3,1,1,1,1,0,1,12
1,3,10,0,1,2,3,1,2,3,1,6
2,3,15,0,1,2,3,1,2,0,0,8
3,4,8,0,3,2,1,2,2,1,1,29
4,2,60,0,1,3,3,1,3,0,0,8
2,3,30,0,3,2,2,3,2,2,0,18
2,3,8,1,3,2,1,2,3,0,0,20
2,4,30,1,2,1,3,3,2,2,1,9
3,4,30,1,2,1,2,1,2,1,0,8
2,2,60,0,3,1,2,2,2,2,1,12
1,2,10,2,1,2,2,3,2,3,1,18
3,2,20,0,1,1,3,2,1,2,1,8
4,1,30,1,2,2,2,2,3,0,0,24
1,2,20,1,2,1,1,3,2,0,0,18
2,3,5,0,2,2,3,3,1,2,0,8
3,3,8,1,1,3,3,2,3,1,0,8
1,2,8,1,1,2,2,3,2,3,0,20
2,2,15,1,1,1,3,3,1,3,1,18
3,4,15,1,1,1,2,3,3,3,1,8
3,2,8,2,2,2,3,3,1,2,0,8
3,4,20,2,2,2,2,3,2,0,0,27
3,3,30,1,3,2,3,3,2,0,0,8
1,3,10,0,1,2,1,3,3,2,0,20
4,1,15,2,1,1,2,2,2,1,0,8
3,4,15,0,2,3,1,2,2,1,0,29
3,3,5,0,2,3,1,1,3,1,0,20
1,3,8,1,3,1,2,1,2,0,0,6
2,2,15,1,2,3,3,1,3,1,1,20
3,4,5,1,2,2,2,3,3,2,1,8
4,4,5,2,3,2,2,2,3,3,1,8
4,1,8,0,3,2,1,1,2,2,1,12
3,4,8,2,2,3,1,1,3,2,0,29
3,1,5,2,3,1,1,2,1,2,1,14
4,3,5,1,2,3,1,3,3,0,0,29
2,1,15,1,1,1,1,3,2,0,0,18
4,2,8,0,1,3,2,2,1,3,0,8
3,3,60,0,3,2,2,1,3,3,1,24
1,2,30,2,1,2,1,2,2,3,1,24
3,3,20,2,3,3,1,2,2,2,1,27
3,2,30,0,1,3,1,2,3,1,0,24
1,1,15,1,1,3,3,1,3,0,1,20
2,4,8,1,3,3,3,2,1,2,1,6
3,3,10,1,2,3,2,3,1,3,1,18
4,1,30,2,3,1,1,3,1,2,0,14
4,2,20,2,3,1,3,2,1,2,1,8
1,4,8,2,3,3,1,2,3,3,1,6
2,1,8,0,3,2,2,3,2,1,0,20
2,4,15,0,3,3,2,1,3,0,1,8
3,1,8,0,2,2,1,2,3,3,0,20
3,4,30,0,1,3,3,1,1,1,1,8
4,4,5,2,3,2,2,3,3,2,0,14
4,1,60,1,1,1,1,3,2,3,0,18
4,3,60,0,1,3,2,1,3,2,0,29
1,4,15,1,3,3,1,1,1,2,1,27
3,3,10,2,3,3,2,3,3,2,0,14
4,4,5,2,2,2,1,2,3,0,1,27
3,2,20,1,2,3,3,1,3,2,1,8
3,4,30,1,1,2,2,3,2,1,0,18
1,2,60,0,2,2,1,1,3,2,0,24
1,3,8,2,3,1,1,3,2,3,0,18
1,2,5,2,2,3,2,1,2,0,1,6
3,3,8,0,3,1,2,1,2,0,0,8
3,1,15,2,2,1,3,3,3,3,1,20
3,2,30,1,3,2,2,3,2,1,0,18
4,2,10,1,1,3,3,1,1,2,0,8
4,3,60,0,1,1,3,2,1,1,1,8
1,1,8,1,2,1,2,2,1,2,0,19
2,1,60,0,3,3,3,3,1,1,1,18
3,4,30,1,1,1,1,2,1,1,0,29
1,4,20,2,2,1,3,2,3,1,0,9
2,3,5,0,3,2,3,2,2,3,1,8
1,2,20,0,3,2,1,1,3,3,1,20
2,2,10,0,3,2,1,3,1,2,0,18
4,4,60,0,1,3,3,1,1,2,0,8
1,1,20,1,2,3,1,2,3,1,1,20
4,3,60,2,3,1,2,3,2,1,0,27
4,4,10,2,2,3,2,3,3,0,1,29
1,2,5,1,3,2,1,2,1,3,0,14
3,2,30,1,3,2,1,1,2,1,1,12
2,2,30,0,1,3,2,3,2,3,1,18
3,1,8,0,2,2,3,1,2,3,1,8
1,3,10,2,3,3,3,2,3,0,1,6
4,3,30,0,3,2,3,3,2,1,1,8
3,3,15,0,1,1,2,2,3,2,0,8
4,1,8,0,2,3,3,2,1,1,1,8
2,1,8,0,3,2,1,1,1,1,1,10
3,2,8,0,3,3,3,2,3,1,0,8
3,4,60,0,1,1,3,3,1,0,1,8
3,1,5,1,2,3,2,2,1,0,1,2
3,2,15,2,3,1,1,3,3,0,1,14
2,3,20,1,3,3,3,3,3,2,1,9
1,3,10,2,1,2,1,3,3,0,1,20
2,1,8,1,1,1,3,3,2,0,0,20
1,2,15,1,2,3,2,3,2,2,0,18
3,4,60,2,1,3,1,1,3,0,1,27
1,3,30,1,3,1,2,1,2,0,0,24
3,3,15,0,1,2,3,3,2,3,1,8
3,3,8,2,3,1,2,1,1,1,0,8
2,3,10,1,1,3,2,3,1,3,0,18
1,1,60,0,2,1,1,1,1,1,0,24
1,3,60,2,3,1,1,3,1,3,0,18
3,4,15,0,3,1,2,2,3,3,0,8
4,4,20,1,1,1,3,3,3,1,0,8
2,3,5,1,2,3,3,2,2,3,1,6
2,2,10,2,1,3,1,1,2,2,0,0
2,1,20,0,3,3,3,3,3,0,0,20
4,4,60,0,2,1,1,1,2,1,1,29
1,2,30,0,2,3,3,3,2,1,0,18
3,1,15,0,2,3,3,2,3,3,0,20
4,2,8,0,3,1,3,1,2,1,0,8
1,2,30,1,1,1,2,2,3,1,1,24
4,2,10,1,1,2,2,1,2,1,0,29
3,4,20,2,1,3,2,3,3,1,0,27
4,2,8,0,2,3,1,2,2,0,1,29
4,4,20,0,1,2,1,1,2,2,0,29
2,4,10,0,2,1,1,1,2,1,1,29
3,4,5,2,1,1,2,1,2,0,0,8
1,3,15,1,2,3,2,1,3,3,0,20
3,2,60,2,2,1,2,3,1,2,1,18
3,1,15,2,1,2,1,2,2,0,0,27
4,1,15,1,2,1,3,1,3,2,1,20
2,4,60,0,2,2,3,3,3,0,0,8
2,1,5,2,2,2,3,1,3,1,1,20
4,1,8,2,1,2,2,3,3,2,1,20
1,1,15,0,1,2,2,3,3,2,0,20
2,2,15,1,2,1,2,1,3,3,1,20
3,2,5,0,1,1,3,2,3,2,1,8
3,2,8,1,2,2,3,3,2,1,0,8
4,2,30,2,3,3,1,2,1,1,0,14
3,1,10,2,3,3,1,2,1,3,0,14
1,4,15,1,2,1,3,2,1,1,0,6
2,1,20,1,1,3,3,1,1,1,1,9
2,1,60,0,1,3,2,2,3,2,1,24
1,4,15,0,3,1,1,3,3,3,1,18
3,2,10,0,1,2,3,2,2,1,1,8
1,1,20,2,2,1,2,3,1,2,1,18
4,2,20,0,3,2,3,2,2,1,1,8
4,4,5,0,3,3,2,2,3,1,0,8
2,2,15,0,3,3,1,2,1,0,1,12
3,3,30,2,2,2,1,3,1,3,1,27
4,3,10,2,2,1,1,3,2,0,1,29
1,1,10,2,3,3,1,1,3,1,1,20
3,4,5,1,3,2,2,1,3,1,1,8
4,1,10,2,1,2,2,1,3,1,0,20
4,3,20,2,1,1,2,2,2,0,1,27
2,4,20,1,1,2,3,2,1,0,1,9
4,3,15,2,1,2,2,3,3,2,1,27
3,2,30,1,1,3,3,2,1,3,0,8
3,1,5,1,3,3,1,1,3,0,0,20
2,1,8,1,1,1,2,1,1,2,0,8
3,3,30,0,1,1,3,3,3,2,0,8
2,3,8,2,3,1,3,1,3,3,0,6
4,1,8,0,1,1,2,2,2,0,0,8
4,2,5,1,3,1,3,2,2,2,1,8
4,1,60,1,3,2,2,2,2,0,1,12
3,3,8,2,1,2,2,2,3,2,1,6
4,2,8,0,2,2,1,1,3,2,1,29
1,4,15,2,2,2,2,3,2,2,1,6
3,4,15,1,1,2,1,2,3,1,0,29
2,3,5,0,1,3,3,1,1,3,1,8
1,1,10,2,3,1,2,3,3,3,0,20
1,1,10,1,2,2,1,1,3,2,0,20
4,1,20,2,3,1,3,2,2,2,1,14
1,3,8,0,2,3,2,3,2,2,0,19
3,1,60,0,2,1,1,3,1,2,1,18
3,2,8,0,2,2,1,2,2,0,0,29
3,4,20,0,2,2,2,1,1,1,1,8
3,2,20,1,2,2,1,3,3,0,0,20
4,2,30,2,3,1,3,2,1,3,1,8
2,1,60,0,2,1,3,3,2,2,1,18
1,3,30,0,3,1,3,2,3,3,0,24
2,4,10,1,2,3,3,2,1,1,1,6
2,4,5,0,1,3,1,2,3,3,1,20
1,3,20,1,1,1,2,1,2,3,1,6
2,1,8,2,3,2,3,1,1,3,0,14
2,2,10,2,3,2,2,1,1,0,1,14
1,3,20,0,2,2,1,3,3,1,0,18
1,4,30,1,2,3,3,1,1,2,0,9
1,3,8,0,1,2,1,2,1,2,1,19
1,2,60,2,2,3,2,1,3,1,1,24
3,3,10,0,3,1,1,3,1,2,1,18
3,4,60,0,3,1,3,1,1,0,1,8
1,4,15,1,2,2,2,2,1,0,1,27
4,2,5,2,2,2,3,1,2,2,1,8
3,1,8,2,1,3,1,3,3,1,0,20
2,1,15,2,1,3,1,3,1,1,0,18
3,1,60,0,2,3,1,1,3,0,1,24
2,1,60,2,3,1,2,2,2,0,0,14
2,1,5,1,1,2,2,3,1,1,0,18
4,2,60,0,1,1,2,1,1,0,1,8
4,1,10,0,2,3,3,2,2,2,0,8
3,2,20,1,1,1,3,1,1,1,1,8
2,4,20,0,2,2,1,2,1,2,1,29
3,1,10,0,1,3,2,3,2,3,1,18
3,4,10,1,1,3,2,1,2,1,0,8
4,2,8,0,3,1,3,3,1,3,0,8
2,3,60,1,3,3,3,2,2,3,1,9
4,3,30,0,2,3,3,3,1,1,1,8
4,4,8,2,1,1,3,2,2,3,0,8
3,2,20,1,2,3,2,3,3,3,1,20
3,3,8,0,1,3,1,3,2,0,1,18
3,2,8,0,2,2,1,3,2,1,1,18
1,2,10,2,1,3,2,1,2,2,0,20
3,1,5,2,1,2,3,1,2,0,1,6
3,2,5,1,1,2,1,3,2,1,1,18
1,2,20,2,1,3,1,1,2,0,0,20
2,2,20,2,2,1,3,1,1,3,0,8
4,3,20,2,1,2,1,3,3,3,1,27
4,1,15,2,2,3,2,2,2,2,1,27
4,3,20,0,2,2,2,1,3,1,1,29
4,1,30,2,2,3,2,3,1,1,0,18
4,1,10,1,1,2,3,3,1,2,1,8
3,3,10,0,3,3,1,1,2,3,0,12
1,4,30,2,1,1,1,1,3,2,0,24
2,2,10,2,1,2,2,2,3,3,0,20
2,3,10,0,1,1,1,2,3,0,0,20
2,1,20,1,3,1,1,2,2,2,1,20
2,4,8,1,3,3,1,1,3,2,0,20
3,3,10,1,2,1,1,3,2,0,0,29
2,4,15,2,3,1,1,3,3,0,1,27
2,4,20,2,1,2,1,2,1,1,1,27
3,2,30,0,1,2,3,2,1,0,1,8
1,1,10,2,1,3,1,3,1,3,0,18
2,2,10,2,2,2,2,1,1,0,1,6
4,1,60,2,2,2,1,1,1,2,0,27
1,3,20,1,1,1,1,3,3,1,0,18
1,4,15,0,3,2,3,1,2,2,1,6
1,4,8,2,3,1,1,3,1,0,0,18
3,4,30,0,1,1,2,2,3,1,0,8
4,4,60,2,1,2,2,2,3,2,0,27
4,1,30,0,2,3,2,1,3,3,0,29
3,2,30,0,2,2,2,1,2,2,0,8
4,1,8,1,2,3,3,1,2,1,0,8
1,2,30,0,2,1,1,3,2,0,0,18
1,3,15,1,2,1,1,1,2,1,1,27
4,4,60,0,1,1,1,3,3,3,1,29
2,4,15,2,2,2,3,2,3,1,0,6
2,2,30,0,1,3,2,2,1,2,0,18
3,3,10,0,3,3,2,3,3,0,0,8
4,1,10,1,2,1,1,2,1,3,1,29
2,2,20,0,1,1,3,1,2,2,0,8
4,4,30,0,2,2,3,1,3,0,1,8
4,4,5,2,2,2,3,3,1,0,0,8
3,3,8,2,3,3,2,3,2,1,1,6
2,3,30,1,3,1,2,1,1,2,0,8
2,2,20,2,1,2,2,1,3,2,0,20
3,1,10,0,2,2,2,3,2,1,0,18
2,4,15,1,2,2,1,1,2,2,1,27
2,3,5,1,3,3,1,3,2,1,1,18
1,2,5,2,3,2,3,1,2,1,0,6
2,1,20,2,1,3,2,2,3,2,1,24
2,1,10,2,1,3,2,1,1,3,0,0
3,2,5,2,2,1,1,2,1,1,0,14
4,1,10,0,2,3,1,3,2,3,0,29
2,1,60,2,1,2,3,2,1,1,0,9
2,3,60,2,3,1,1,3,3,2,0,20
3,1,5,0,1,3,3,3,1,2,1,8
3,4,60,1,2,3,3,2,2,2,0,8
3,3,8,2,2,1,3,2,2,3,1,6
4,1,30,1,3,2,3,1,3,0,1,24
1,1,60,0,2,1,1,1,2,2,1,24
1,2,8,0,2,3,3,3,2,0,0,7
4,4,5,2,3,2,2,1,2,3,1,8
4,1,20,1,2,3,3,2,1,3,1,8
3,2,8,1,3,1,3,1,1,3,0,8
2,1,10,0,3,3,3,3,3,3,1,20
3,2,60,0,1,1,1,2,3,0,1,24
4,1,15,2,3,2,3,3,1,3,0,14
2,1,20,2,3,1,3,2,3,2,0,20
4,4,10,2,1,3,1,1,3,1,0,29
4,1,5,0,2,1,1,3,2,1,0,20
1,1,60,1,3,2,3,3,2,2,0,24
4,3,20,1,3,3,3,3,1,3,1,8
1,2,8,1,1,3,3,3,2,1,1,6
2,4,60,2,1,2,1,3,2,0,0,18
3,4,30,2,3,3,2,3,3,0,1,27
1,1,60,2,1,2,2,2,2,3,1,24
3,4,10,2,2,3,3,3,2,2,1,6
4,3,30,2,2,1,2,3,3,2,1,27
1,3,30,1,2,2,3,1,1,1,0,9
2,2,15,2,1,3,2,3,1,0,0,18
2,2,20,2,1,2,2,2,3,1,1,20
4,2,10,1,2,2,1,1,3,3,1,29
3,1,8,0,2,3,1,2,1,2,1,2
1,4,20,2,3,1,3,1,3,3,1,9
4,1,5,2,1,2,1,2,3,3,1,20
2,3,60,0,2,2,2,1,1,2,1,8
3,3,10,1,3,2,3,1,1,0,0,8
3,2,20,0,2,1,1,1,1,1,1,29
3,1,20,2,1,1,1,1,1,1,1,27
2,2,10,0,2,1,2,1,3,3,1,20
1,4,20,0,2,2,3,2,1,2,1,9
1,4,15,1,3,1,1,3,2,0,1,18
1,4,15,0,3,2,2,1,2,2,0,8
3,4,15,0,2,2,2,1,2,1,1,8
3,4,30,2,3,1,1,2,2,2,0,27
4,2,10,1,2,1,2,3,3,3,1,29
1,4,20,0,3,1,2,1,1,1,0,8
3,3,10,1,2,3,3,1,3,2,1,8
2,4,60,0,2,1,1,1,2,2,1,29
2,4,10,0,2,2,2,3,1,2,0,18
4,3,5,0,2,3,1,1,3,0,0,26
1,1,10,2,3,1,1,1,3,0,0,20
3,4,10,1,2,1,3,2,2,3,0,8
4,3,30,1,2,3,1,1,2,3,1,29
2,4,20,1,2,3,3,2,2,0,0,8
2,4,15,1,1,2,3,3,3,1,1,6
1,2,30,1,3,3,1,3,2,3,1,18
2,3,15,1,1,2,1,1,2,2,1,27
2,4,5,2,2,3,3,3,3,0,0,6
3,3,5,2,1,2,3,2,3,2,1,6
3,4,30,0,2,3,1,3,1,3,1,18
1,3,60,0,1,2,2,1,2,1,0,24
4,2,60,1,3,1,1,3,1,3,0,18
4,1,30,2,3,3,3,2,2,1,1,14
2,2,8,1,2,3,2,1,2,0,1,2
2,1,10,0,3,1,2,2,1,3,0,12
4,4,10,0,1,3,2,3,1,3,1,8
4,1,5,0,2,1,2,3,1,0,0,8
1,1,30,0,2,3,2,2,2,3,0,24
1,1,8,0,1,2,2,1,3,0,1,20
4,1,8,2,2,1,3,3,1,0,0,8
1,3,8,2,3,2,2,1,1,2,0,6
3,3,15,2,1,2,3,1,3,2,0,8
1,4,5,0,1,2,3,2,2,0,1,6
2,1,60,1,2,1,3,2,2,2,0,24
2,1,8,0,2,2,1,3,1,1,1,18
1,3,8,2,1,3,2,1,1,0,0,6
2,3,10,0,1,1,3,1,1,3,1,8
1,1,15,2,1,3,1,3,1,1,1,18
3,3,10,2,3,1,3,3,3,2,1,6
4,1,10,2,1,3,2,1,1,2,0,8
1,2,60,0,3,1,2,3,2,0,1,18
4,3,20,1,3,2,3,2,1,2,1,8
4,3,10,2,2,3,2,1,3,2,1,29
4,2,60,1,1,1,3,2,2,3,1,8
3,1,30,0,3,1,1,3,2,3,1,18
1,1,60,0,2,2,3,1,1,1,0,7
4,4,15,2,3,1,2,2,2,1,1,27
2,1,30,2,2,2,1,1,3,0,0,24
2,3,10,1,2,2,3,1,1,0,1,6
3,2,8,1,2,2,2,3,1,1,1,18
3,3,20,0,3,2,1,1,1,1,0,12
2,4,15,2,3,3,1,2,2,0,0,27
4,3,5,2,2,2,3,2,1,0,0,8
1,1,8,1,1,1,3,2,3,1,1,20
1,4,8,0,2,2,1,2,1,3,1,26
4,4,5,2,2,3,1,1,3,1,0,27
3,3,15,1,3,1,1,1,3,1,0,29
2,1,8,1,2,3,1,1,1,1,1,2
3,3,8,2,2,1,2,3,3,1,1,6
2,4,30,0,2,3,2,1,3,1,0,8
3,3,60,2,3,3,3,3,2,0,0,8
4,4,20,2,1,2,3,3,1,3,0,8
3,1,10,2,3,1,1,3,2,3,0,14
2,4,8,0,3,1,3,3,1,0,1,8
1,3,10,2,3,2,2,2,3,0,0,20
2,2,5,1,2,2,1,3,3,2,1,20
1,1,15,1,1,3,1,2,2,1,1,20
3,2,10,1,2,2,1,2,3,2,1,20
1,4,10,1,2,1,3,2,3,3,0,6
3,3,20,2,3,2,3,1,3,1,0,8
4,2,10,0,2,3,1,2,3,1,1,29
2,4,15,1,1,3,3,3,2,2,0,8
2,3,5,2,2,3,1,1,1,3,0,2
3,3,8,1,1,3,3,1,1,3,0,8
1,4,10,1,2,3,2,1,1,3,1,6
2,4,60,1,1,2,1,2,2,3,0,27
2,3,5,2,2,3,2,1,1,2,1,6
4,2,8,0,1,1,2,1,1,0,1,8
1,1,15,1,1,1,2,1,2,3,1,20
2,3,15,2,1,1,2,1,1,0,1,6
1,2,20,1,3,3,2,3,1,0,1,18
1,1,10,0,2,3,1,3,2,2,0,20
3,4,15,1,2,2,1,2,3,1,1,27
4,3,15,2,3,2,3,3,3,3,0,8
1,3,15,1,1,3,2,3,1,1,0,18
2,2,8,0,3,3,3,3,2,0,1,8
1,3,60,0,1,3,1,3,3,1,0,24
3,2,8,2,3,2,3,3,3,3,0,8
4,4,20,1,2,1,1,1,3,3,0,29
2,2,10,2,3,1,2,3,3,3,1,20
3,4,60,0,1,2,2,1,1,3,0,8
2,2,30,1,1,1,3,1,1,2,0,8
1,2,8,1,3,3,1,1,1,2,1,2
4,1,5,2,3,1,1,3,2,3,1,14
1,1,30,0,1,3,1,1,1,1,1,0
3,4,8,1,1,1,3,1,2,1,0,8
1,2,8,2,1,1,1,1,1,2,0,20
1,2,60,0,3,3,1,2,2,2,0,24
4,3,5,1,3,3,1,3,1,0,0,8
4,3,8,0,3,3,1,1,2,0,1,29
2,4,10,0,1,3,3,1,3,0,0,8
2,3,8,1,3,2,1,1,2,1,0,14
3,4,20,1,3,3,3,2,3,2,1,8
3,2,20,0,2,3,2,1,2,1,0,8
1,2,60,2,2,3,1,3,2,3,1,18
3,1,8,1,2,3,1,2,1,0,1,2
2,3,20,0,3,3,2,2,1,3,1,8
4,4,8,2,1,2,1,1,2,2,0,29
4,2,10,0,3,3,1,1,2,3,0,12
1,2,5,1,3,2,1,2,2,0,0,20
3,1,10,1,1,3,3,1,1,1,1,8
4,1,5,0,2,2,1,1,3,3,1,20
2,1,10,2,2,3,2,1,2,3,1,20
3,2,8,1,1,3,3,1,3,0,0,8
4,3,8,2,2,3,2,1,1,0,0,8
4,1,10,2,2,2,3,2,3,2,1,20
4,2,5,1,3,3,2,3,1,1,0,8
2,2,5,2,3,3,1,3,3,3,1,20
1,1,60,2,1,2,1,1,2,2,0,24
2,1,5,1,2,3,3,2,1,0,0,8
1,4,15,1,1,3,2,1,1,1,0,6
4,2,15,1,2,2,2,3,1,0,1,18
2,2,5,0,3,2,2,1,2,2,1,20
3,2,20,1,3,1,1,2,2,3,0,12
2,3,20,1,2,1,1,1,2,3,1,25
2,1,20,1,3,2,3,2,3,2,1,20
4,2,5,1,2,2,1,1,1,1,0,8
2,2,8,2,1,2,2,3,2,2,1,6
4,2,5,1,3,1,1,3,2,0,1,14
2,3,5,1,1,1,3,1,3,0,0,8
1,1,15,2,2,1,3,1,1,1,0,6
3,4,15,1,3,1,2,3,1,3,0,18
2,4,5,0,2,2,3,3,3,2,0,8
1,4,10,1,2,3,1,2,1,1,0,18
3,4,60,0,2,2,2,3,2,0,1,18
3,3,8,1,1,2,2,2,1,0,1,8
3,1,15,1,3,3,3,1,3,1,0,20
1,3,20,1,1,2,1,2,2,3,1,18
1,4,8,1,2,1,2,1,2,3,0,6
2,4,30,1,1,3,3,2,3,3,1,9
1,1,10,0,1,3,2,2,1,3,1,0
1,1,5,2,2,2,3,3,1,1,0,6
1,2,15,2,1,2,3,3,2,0,1,6
3,3,5,0,3,3,1,2,3,0,0,20
1,2,60,2,3,3,3,2,3,0,1,24
2,3,30,0,2,1,1,2,2,0,0,18
4,4,10,1,3,2,2,1,1,0,0,8
1,2,20,0,1,1,1,1,3,3,0,20
1,2,15,0,2,1,2,3,1,1,1,18
3,3,10,1,1,2,1,2,1,0,0,8
4,2,30,2,3,1,3,1,3,2,0,8
2,3,60,2,3,3,2,3,1,3,1,18
2,3,15,0,3,1,3,1,1,0,0,8
1,3,5,2,2,2,3,2,2,3,1,6
4,2,5,1,2,3,1,3,3,3,1,2
4,2,30,0,2,2,2,2,3,0,1,29
4,2,5,1,1,1,3,2,2,3,0,8
4,2,15,1,2,1,1,2,1,2,1,29
1,4,20,0,2,3,3,2,1,2,1,9
3,1,60,2,2,2,1,3,1,1,1,18
3,3,10,1,3,2,3,3,3,2,1,8
3,4,60,2,2,3,3,2,1,3,1,9
1,2,8,0,3,2,1,2,1,3,0,12
2,4,20,1,2,3,1,3,2,0,1,18
3,3,30,1,3,3,3,2,3,0,1,8
4,4,5,2,3,3,1,3,3,0,1,27
1,4,15,0,2,3,3,1,3,2,0,5
1,1,15,0,3,1,1,1,3,3,0,20
3,1,30,2,3,2,2,3,3,2,1,24
1,4,15,1,1,2,1,3,3,1,1,18
2,1,20,1,2,1,3,3,2,0,0,18
3,4,60,1,2,2,1,2,1,0,1,25
3,4,30,1,3,2,2,1,1,2,0,8
3,3,20,2,3,3,1,2,1,1,0,27
3,1,15,1,1,1,3,3,1,3,0,18
4,1,8,1,1,2,1,1,3,3,1,20
2,2,10,1,2,1,3,3,1,0,1,6
2,1,5,0,2,1,3,3,1,3,1,8
2,1,60,0,1,1,1,1,2,1,0,24
4,3,60,1,2,1,3,1,2,3,0,8
2,3,8,2,2,2,3,1,2,3,0,6
1,4,30,0,3,2,3,3,1,3,1,18
1,3,8,0,1,1,3,1,2,1,1,6
3,2,30,2,3,1,1,2,2,1,0,14
4,1,30,1,3,1,3,2,3,0,1,8
4,3,60,1,1,2,2,1,3,3,1,29
3,1,15,2,3,2,3,2,2,1,1,14
2,3,30,1,2,1,1,3,2,3,0,18
2,4,10,2,2,3,3,2,1,3,0,6
4,1,60,1,1,1,2,3,2,0,0,18
1,4,8,1,2,2,3,1,3,1,0,6
3,3,8,1,2,3,2,3,1,2,0,8
3,1,60,2,2,3,3,1,3,1,1,24
2,1,5,0,3,2,2,2,1,2,0,10
4,1,10,1,3,2,1,2,2,1,0,12
2,3,8,2,1,2,3,2,1,0,0,6
1,4,60,1,1,2,1,3,2,1,1,18
1,1,5,1,3,1,2,1,1,0,1,20
3,2,8,2,2,1,2,2,3,1,1,20
2,4,8,2,3,3,1,2,2,1,1,27
1,4,20,2,2,2,2,1,1,3,0,9
3,3,60,2,3,2,3,2,2,3,1,9
1,4,30,2,1,1,1,1,1,1,0,27
4,1,15,1,3,1,3,1,1,1,1,8
1,4,10,0,1,3,1,2,2,3,1,26
4,2,15,1,3,2,2,3,3,2,0,29
2,3,30,0,2,3,3,1,3,0,0,8
4,3,20,1,2,2,1,3,2,2,1,27
2,2,10,2,3,3,2,1,3,3,0,20
4,1,5,2,2,1,1,3,1,1,1,14
3,2,8,2,2,3,2,1,3,0,1,20
3,1,10,1,2,2,2,2,3,0,1,20
3,1,30,0,1,3,1,3,2,3,1,18
1,4,8,0,2,1,1,1,3,3,0,20
3,4,20,2,1,1,2,3,2,2,0,18
2,1,60,2,2,2,2,3,2,0,0,18
4,1,8,1,1,2,2,1,1,1,1,8
3,3,8,2,3,1,3,1,2,2,0,8
1,2,10,2,3,3,3,2,2,0,1,6
1,2,20,1,2,1,1,3,2,1,0,18
3,4,60,0,2,3,2,1,1,2,1,8
2,2,20,2,1,1,2,1,3,2,0,20
2,3,8,0,1,1,1,2,1,2,1,19
1,2,60,1,3,3,1,1,1,1,0,0
3,3,30,2,3,2,3,2,1,0,0,8
4,4,15,2,3,3,2,1,1,3,1,27
3,2,15,1,1,1,1,3,3,1,0,20
3,2,20,1,2,3,1,1,2,0,0,29
4,4,5,1,1,2,1,3,1,0,0,8
1,3,60,2,3,3,2,2,2,1,1,9
4,4,15,1,1,1,1,3,2,0,1,18
4,3,20,2,2,2,1,3,3,1,1,27
1,3,20,1,2,3,2,1,1,3,1,9
2,1,5,1,1,1,1,3,2,0,1,20
3,4,15,0,1,2,3,3,3,3,1,8
3,3,5,2,1,2,2,3,1,1,0,8
2,4,10,2,3,3,3,3,3,0,1,6
1,4,20,1,2,2,2,2,2,2,0,9
2,2,5,1,3,3,1,2,2,2,1,2
4,2,20,1,2,1,2,3,1,2,1,18
2,1,20,0,1,1,3,3,1,2,0,18
1,2,10,2,2,2,2,2,2,0,0,20
2,2,10,2,2,2,1,3,1,2,0,18
4,1,30,1,1,3,1,2,1,0,0,29
2,4,8,2,1,1,1,3,3,2,1,27
2,3,20,1,1,1,2,2,3,2,0,20
4,3,20,2,2,3,3,3,3,2,0,8
3,3,15,0,1,3,3,2,3,3,1,8
2,3,60,1,2,1,3,1,2,1,0,8
2,2,8,0,1,2,3,3,3,2,0,20
3,1,30,0,1,2,3,1,1,1,1,8
4,2,30,0,1,1,1,2,3,2,0,24
